customer id,transaction date,transaction type,amount
3,2017-05-01,B,828
3,2018-01-22,C,927
3,2018-06-15,A,1157
3,2017-07-18,B,1042
3,2018-04-25,C,976
3,2017-06-12,A,955
3,2018-10-23,B,1150
3,2017-04-13,C,1150
3,2018-07-27,A,1008
3,2018-10-20,B,714
3,2017-05-11,C,1050
3,2019-02-08,A,705
3,2017-03-08,B,710
3,2017-12-13,C,1037
3,2017-04-16,A,880
3,2019-02-11,B,1200
3,2017-09-08,C,804
3,2019-03-06,A,1081
3,2019-05-25,B,1005
3,2017-01-20,C,736
3,2018-03-04,A,739
3,2018-03-27,B,829
3,2018-10-31,C,925
3,2017-05-10,A,776
3,2019-06-29,B,830
3,2018-05-14,C,1031
3,2018-08-30,A,705
3,2018-01-28,B,810
3,2017-08-20,C,992
3,2017-08-30,A,1074
3,2018-12-02,B,1076
3,2019-02-11,C,992
3,2017-07-30,A,991
3,2018-10-13,B,1014
3,2017-01-13,C,997
3,2018-05-21,A,802
3,2018-04-06,B,945
3,2018-10-14,C,705
3,2017-07-11,A,899
3,2017-11-25,B,893
3,2017-11-13,C,812
3,2018-10-11,A,1029
3,2018-12-04,B,809
3,2018-02-20,C,1105
3,2017-11-21,A,978
3,2019-05-17,B,1104
3,2018-05-11,C,704
3,2017-02-23,A,1070
3,2017-02-05,B,875
3,2019-01-19,C,1141
3,2018-07-23,A,762
3,2018-10-31,B,962
3,2019-03-14,C,1112
3,2017-01-14,A,1116
3,2017-08-20,B,1004
3,2018-11-02,C,863
3,2017-02-20,A,1094
3,2019-07-15,B,956
3,2017-07-16,C,1036
3,2017-10-12,A,709
3,2017-08-08,B,931
3,2018-02-17,C,891
3,2017-04-18,A,749
3,2017-08-06,B,905
3,2017-11-02,C,873
3,2018-06-10,A,736
3,2018-09-29,B,938
3,2017-05-22,C,1101
3,2018-03-05,A,749
3,2018-03-03,B,981
3,2017-04-06,C,1051
3,2018-09-08,A,839
3,2019-06-30,B,1145
3,2018-02-19,C,876
3,2019-02-19,A,1007
3,2018-09-25,B,958
3,2018-04-13,C,784
3,2017-12-20,A,1091
3,2017-09-23,B,807
3,2018-09-29,C,1076
3,2017-12-07,A,925
3,2019-04-07,B,1084
3,2018-04-23,C,758
3,2019-02-10,A,1023
3,2019-01-15,B,978
4,2018-09-30,C,898
4,2018-11-10,A,1127
4,2017-07-30,B,1054
4,2017-08-20,C,703
4,2018-08-30,A,976
4,2019-03-03,B,925
4,2018-06-04,C,1099
4,2018-09-13,A,1065
4,2018-03-23,B,934
4,2018-11-15,C,779
4,2017-05-09,A,711
4,2017-04-07,B,1146
4,2018-05-31,C,976
4,2019-01-13,A,994
4,2018-03-26,B,1142
4,2018-12-22,C,940
4,2017-06-08,A,871
4,2018-07-15,B,724
4,2017-11-04,C,1161
4,2019-03-25,A,1118
4,2017-07-08,B,955
4,2018-01-05,C,925
4,2018-07-27,A,1181
4,2018-12-09,B,1009
4,2017-06-01,C,705
4,2019-06-13,A,1042
4,2017-04-06,B,1037
4,2018-05-16,C,856
4,2018-09-19,A,867
4,2017-02-03,B,859
4,2019-03-04,C,1031
4,2018-02-04,A,1024
4,2017-11-13,B,1152
4,2017-12-23,C,860
4,2017-07-07,A,1047
4,2017-03-19,B,820
4,2017-05-01,C,970
4,2017-05-19,A,843
4,2017-03-26,B,964
4,2019-02-11,C,770
4,2019-05-19,A,982
4,2017-09-15,B,1029
4,2018-07-04,C,719
4,2017-08-18,A,833
4,2017-06-10,B,745
4,2018-04-16,C,900
4,2018-06-30,A,955
4,2019-05-22,B,928
4,2017-04-07,C,700
4,2017-03-10,A,912
4,2018-02-05,B,1168
4,2018-09-08,C,996
4,2018-12-19,A,826
4,2019-06-14,B,1069
4,2017-05-02,C,860
4,2019-02-03,A,721
4,2018-05-25,B,942
4,2019-04-01,C,1006
4,2017-06-25,A,833
4,2017-02-11,B,1121
4,2018-11-04,C,1065
4,2018-03-30,A,868
4,2017-04-20,B,1061
4,2017-09-15,C,897
4,2018-08-09,A,1114
4,2019-04-04,B,710
4,2017-03-21,C,1176
4,2018-01-16,A,909
4,2017-02-05,B,1184
4,2019-01-14,C,1058
4,2019-07-05,A,705
4,2018-05-25,B,765
4,2017-06-08,C,802
4,2019-06-11,A,733
4,2019-05-07,B,1160
4,2019-04-16,C,1127
4,2017-04-22,A,806
4,2017-06-23,B,1086
4,2018-05-20,C,812
4,2018-05-21,A,938
4,2019-02-19,B,1167
4,2018-11-23,C,1010
4,2018-09-24,A,904
4,2017-06-20,B,733
4,2017-03-02,C,1050
4,2018-08-03,A,867
4,2019-06-28,B,1098
4,2017-02-12,C,1167
4,2017-05-22,A,753
4,2018-07-01,B,842
4,2017-06-28,C,1048
4,2018-06-22,A,904
4,2019-05-02,B,1163
4,2018-09-13,C,861
4,2018-12-29,A,950
4,2017-05-29,B,708
4,2018-05-22,C,987
4,2018-02-15,A,1099
4,2017-03-30,B,835
4,2017-09-19,C,962
4,2017-07-06,A,1066
4,2017-04-03,B,1157
4,2017-06-06,C,1060
4,2018-11-21,A,707
4,2017-10-17,B,763
4,2018-01-17,C,759
4,2018-11-13,A,990
4,2018-03-17,B,844
4,2018-02-16,C,771
4,2017-08-26,A,738
4,2017-08-21,B,918
4,2019-07-09,C,767
4,2018-01-18,A,864
4,2018-10-31,B,711
4,2019-01-28,C,1078
4,2018-12-14,A,1117
4,2019-02-06,B,847
4,2019-01-20,C,824
4,2018-11-05,A,981
4,2018-10-21,B,729
4,2017-01-23,C,961
4,2017-08-06,A,1193
4,2017-05-23,B,1200
4,2018-01-29,C,857
4,2017-07-06,A,1092
4,2018-07-19,B,1052
4,2019-01-14,C,875
4,2017-05-07,A,989
4,2017-11-20,B,944
4,2017-02-28,C,892
4,2018-08-25,A,1144
4,2019-01-08,B,775
4,2018-04-02,C,1065
4,2017-09-24,A,1150
4,2019-06-02,B,966
4,2017-06-28,C,1185
4,2018-06-02,A,955
4,2017-01-18,B,1064
4,2017-08-22,C,823
4,2018-04-19,A,1199
4,2018-08-08,B,1078
4,2019-03-04,C,973
4,2018-04-29,A,1070
4,2018-11-09,B,907
4,2017-12-22,C,1022
4,2018-03-08,A,1169
4,2018-06-01,B,778
4,2018-11-02,C,1104
4,2018-11-08,A,765
4,2017-01-13,B,954
4,2018-06-15,C,1053
4,2018-11-11,A,1083
4,2018-12-18,B,806
4,2019-02-03,C,1042
4,2018-02-20,A,963
4,2017-09-25,B,1119
4,2017-12-25,C,798
4,2017-07-02,A,949
4,2019-01-26,B,1055
4,2018-02-13,C,880
4,2018-10-22,A,715
4,2017-05-24,B,834
4,2017-11-01,C,1134
4,2017-10-01,A,1109
4,2019-04-12,B,909
4,2019-01-20,C,1048
4,2019-02-17,A,829
4,2017-01-26,B,730
4,2019-02-21,C,732
4,2017-11-30,A,1034
4,2017-01-28,B,748
4,2019-07-02,C,840
4,2018-02-16,A,969
4,2019-07-20,B,964
4,2019-05-09,C,948
4,2019-03-28,A,885
4,2019-05-13,B,824
4,2017-04-16,C,1187
4,2017-02-03,A,885
4,2019-04-21,B,857
4,2017-05-30,C,777
4,2019-07-11,A,1109
4,2017-10-15,B,948
4,2019-01-15,C,913
4,2019-04-08,A,1132
4,2019-01-29,B,758
4,2017-03-22,C,979
4,2018-11-07,A,956
4,2018-10-04,B,1013
4,2017-04-01,C,1087
4,2018-06-13,A,1107
4,2018-08-08,B,1010
4,2017-10-17,C,1146
4,2019-05-18,A,989
4,2018-10-21,B,1128
4,2019-04-24,C,789
4,2019-02-28,A,1076
4,2017-11-15,B,914
4,2017-04-10,C,746
4,2019-05-05,A,1009
4,2018-11-30,B,727
4,2018-12-21,C,948
4,2017-03-31,A,868
4,2017-02-08,B,917
4,2019-03-10,C,982
4,2019-03-02,A,898
4,2017-07-04,B,739
4,2017-02-21,C,1031
4,2018-07-28,A,941
4,2018-09-05,B,1089
4,2018-03-13,C,1144
4,2019-01-24,A,958
4,2017-08-14,B,1137
4,2019-06-04,C,770
4,2017-09-21,A,1113
4,2019-01-10,B,980
4,2018-01-06,C,1137
4,2017-08-25,A,726
4,2018-01-08,B,847
4,2017-12-13,C,857
4,2018-03-12,A,948
4,2019-01-05,B,1118
4,2018-10-26,C,1003
4,2019-05-03,A,915
4,2018-05-13,B,815
4,2019-07-15,C,914
4,2018-04-03,A,1071
4,2018-07-22,B,1047
4,2018-05-03,C,798
4,2018-06-04,A,700
4,2019-05-17,B,1020
4,2018-06-22,C,1106
4,2017-07-12,A,885
4,2018-08-30,B,1066
4,2019-06-01,C,794
4,2019-07-15,A,727
5,2017-03-28,B,915
5,2019-07-12,C,802
5,2017-10-20,A,736
5,2018-09-15,B,982
5,2018-10-06,C,799
5,2019-01-22,A,900
5,2018-01-06,B,753
5,2018-04-15,C,1150
5,2018-02-28,A,756
5,2018-06-10,B,1131
5,2017-01-27,C,931
5,2017-06-21,A,1036
5,2018-05-12,B,967
5,2019-03-21,C,925
5,2018-02-09,A,821
5,2019-04-28,B,741
5,2019-03-16,C,728
5,2019-05-16,A,1172
5,2017-12-31,B,769
5,2017-01-14,C,713
5,2018-02-12,A,1088
5,2019-02-28,B,1013
5,2018-10-19,C,788
5,2018-08-14,A,965
5,2017-05-20,B,859
5,2019-04-09,C,1107
5,2017-02-17,A,910
5,2017-03-16,B,710
5,2018-10-11,C,966
5,2018-09-23,A,761
5,2019-05-27,B,1085
5,2019-05-29,C,894
5,2018-02-20,A,769
5,2017-01-09,B,1108
5,2017-09-18,C,766
5,2017-12-22,A,1108
5,2017-02-14,B,1102
5,2018-07-24,C,751
5,2017-03-01,A,1087
5,2019-03-20,B,1150
5,2019-02-02,C,1181
5,2017-11-20,A,766
5,2017-04-07,B,975
5,2017-04-24,C,1116
5,2017-09-07,A,941
5,2017-03-09,B,1120
5,2018-02-03,C,800
5,2018-06-29,A,1198
5,2017-03-14,B,1088
5,2017-09-12,C,931
5,2017-06-18,A,1002
5,2017-01-03,B,830
5,2018-10-05,C,1194
5,2017-10-14,A,704
5,2017-02-17,B,709
5,2017-01-29,C,777
5,2019-02-21,A,943
5,2018-11-23,B,1001
5,2018-07-17,C,1182
5,2018-08-02,A,750
5,2019-01-24,B,1105
5,2019-01-23,C,877
5,2017-11-24,A,935
5,2017-05-20,B,1151
5,2017-02-11,C,845
5,2017-12-14,A,960
5,2017-09-05,B,877
5,2017-06-04,C,1093
5,2018-05-04,A,987
5,2019-04-04,B,925
5,2018-12-18,C,720
5,2017-07-21,A,748
5,2017-09-20,B,1030
5,2018-02-18,C,957
5,2017-06-11,A,1135
5,2019-04-11,B,989
5,2019-04-29,C,1047
5,2017-04-01,A,1032
5,2017-04-24,B,713
5,2019-05-13,C,1051
5,2017-02-10,A,700
5,2017-11-13,B,783
5,2018-03-17,C,879
5,2017-11-19,A,930
5,2018-02-27,B,804
5,2018-07-12,C,851
5,2017-12-17,A,1156
5,2017-04-05,B,888
5,2019-01-27,C,954
5,2018-01-20,A,904
5,2017-01-30,B,1059
5,2019-06-30,C,1159
5,2018-04-17,A,848
5,2018-08-26,B,878
5,2017-04-06,C,991
5,2018-11-07,A,906
5,2017-07-08,B,834
5,2018-10-04,C,740
5,2017-08-27,A,1098
5,2018-05-10,B,1159
5,2019-05-13,C,912
5,2019-04-03,A,839
5,2017-02-02,B,817
5,2017-06-03,C,739
5,2018-04-24,A,988
5,2018-09-07,B,743
5,2017-07-23,C,886
5,2018-05-25,A,1025
5,2017-07-07,B,1102
5,2019-03-07,C,888
5,2017-07-23,A,976
5,2019-04-19,B,907
5,2018-04-12,C,1195
5,2018-09-07,A,923
5,2017-01-27,B,716
5,2017-01-26,C,1109
5,2019-06-21,A,1145
5,2017-01-05,B,860
5,2018-01-28,C,937
5,2018-07-09,A,1137
5,2019-04-09,B,911
5,2017-07-30,C,707
5,2018-04-10,A,885
5,2017-09-26,B,1074
5,2018-02-19,C,761
5,2017-03-05,A,1047
5,2017-12-13,B,1074
5,2018-08-09,C,790
5,2017-07-03,A,848
5,2017-03-11,B,1124
5,2018-11-05,C,1043
5,2017-05-03,A,778
5,2017-04-13,B,742
5,2017-07-14,C,1115
5,2019-06-07,A,1123
5,2018-06-24,B,1166
5,2019-04-26,C,1117
5,2017-11-13,A,880
5,2018-12-28,B,1108
5,2018-07-23,C,815
5,2017-02-19,A,1170
5,2019-02-11,B,907
5,2017-04-10,C,879
5,2018-03-23,A,851
5,2019-05-23,B,1026
5,2017-10-08,C,1197
5,2019-07-03,A,774
5,2018-07-15,B,1012
5,2019-06-16,C,929
5,2017-01-11,A,778
5,2017-12-14,B,752
5,2019-01-12,C,959
5,2018-10-15,A,870
5,2017-12-31,B,756
5,2019-01-20,C,1159
5,2019-01-14,A,736
5,2017-08-20,B,795
5,2017-05-11,C,1084
5,2018-07-16,A,772
5,2017-12-31,B,1192
5,2019-03-18,C,945
5,2018-05-15,A,822
5,2018-08-24,B,821
5,2017-01-14,C,1176
5,2019-05-06,A,879
5,2018-01-01,B,772
5,2018-05-16,C,1056
5,2017-08-26,A,711
5,2017-06-27,B,1111
5,2017-06-17,C,877
5,2018-04-14,A,805
5,2018-08-29,B,1141
5,2018-12-27,C,997
5,2018-12-10,A,800
5,2017-02-09,B,1033
5,2018-12-01,C,762
5,2019-05-08,A,996
5,2018-05-24,B,950
5,2018-10-27,C,1184
5,2019-06-12,A,790
5,2017-01-27,B,1016
5,2017-02-19,C,1048
5,2018-04-07,A,722
5,2017-08-25,B,1134
5,2017-05-03,C,979
5,2018-08-08,A,1120
5,2017-09-27,B,1075
5,2017-12-25,C,1176
5,2019-02-15,A,825
5,2017-01-06,B,1016
5,2018-04-27,C,728
5,2018-11-25,A,765
5,2017-06-25,B,926
5,2018-02-06,C,1187
5,2018-01-07,A,995
5,2018-08-19,B,829
5,2017-08-15,C,777
5,2018-11-07,A,1118
5,2017-04-10,B,1054
5,2017-10-07,C,988
5,2017-07-13,A,788
5,2018-06-21,B,960
5,2018-07-29,C,901
5,2019-07-12,A,1119
5,2018-10-14,B,972
6,2018-09-30,C,1158
6,2017-12-16,A,1031
6,2019-01-20,B,1190
6,2018-04-15,C,1073
6,2019-05-04,A,745
6,2019-06-03,B,955
